"title","author","state","date","ver.purchase","helpful","format","stars","comments"
"I love her","D. K. Stevens","United States ","February 1, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I love this Echo Dot so much.  She starts my day, keeps track of my shopping lists, plays a favorite song, turns on the radio, gives me the weather report, finds the nearest restaurant, etc.  She is easy to set up and is simple to use. Alexa is an amazing tool!"
"Amazing","Sanchez Family","United States ","January 29, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"She is absolutely amazing. My son doesn't always talk clearly but she always seems to understand him. In all honesty it seems like his speech is getting clearer and clearer with the more he uses her. I love all my alexas but because of how this one is with him makes me love this one more"
"Watch out if you’re outside the US","Amazon Customer","United States ","December 28, 2020",1,NA,"CharcoalConfiguration: Echo Dot",4,"Great product and all but it’s a major disappointment that I can’t connect to Spotify because of “geographical restrictions”. It was one of the main reasons why I bought it. Can’t wait to discover what else I can’t do for the same stupid reason. It’s almost 2021 for godsakes, ridiculous."
"Gen 3 was better.","waffles","United States ","March 1, 2021",1,NA,"",3,"This Alexa frequently does not answer and/or gives answers that do not pertain to the questions asked. My Gen 3 echo dot gives much better responses."
"A sweet, simple sound""","Bruce Kochsmeier","United States ","February 3, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I love the simplicity, sound and vast musical offerings. The Echo dot is spot on for me and installation was a breeze."
"Sound","G. Cobleigh","United States ","November 27, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"I don't care for the overall sound quality. The gen 3 sounds better with music. The normal voice sounds weak or tinny. I've tried adjusting the tone but did little"
"93 Year Mom loves this product","PATGRNY","United States ","January 16, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"This was purchased for my 93 year old mom who has vision problems. My nephew set up 4 outlets for her lamps & she can tell Alexa to turn her lights on & off & other tasks. She is enjoying it"
"Good speaker","Joshua L","United States ","June 25, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"I assumed the round shape would make it easier to pick up voices over the puck.  Nope.  You will still be screaming profanities at Alexa as she adds ""You suck so much!"" to your reminder for August 7th 2045.Good sound, though."
"Alexa does her job well.","Gabrielle","United States ","April 20, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"Works well. Able to set up timers for lights which is a nice feature. Purchased this for my ring doorbell and use it for many other things now. Speaker quality is decent for music. Having Alexa around makes life a little more convenient."
"Love the sound, Love the design","Christina D","United States ","December 4, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I love my Echo Dot. I love the design and that there are volume controls on it. I have a Google Mini and I HATE having to stop what I'm doing to find my phone just to turn the volume down when I'm listening to music."
"Sound not as good as 3rd Gen","FINDEX","United States ","March 5, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"The sound for the 3rd gen is WAAAAAAAY better than this! Actually the 3 gen in general is waaaay better. This actually just feels like a step downwards in quality but a bigger shape."
"New Sphere Echo Dot aka 4th Gen","Conejo Joe","United States ","December 10, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"It takes about one minute to set up after the sphere powers up if the Alexa app is already installed on a phone or tablet. Sound clarity is noticeably improved over third generation."
"Thrilled","Wendy Snowden","United States ","June 24, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Thrilled with my new Alexa DOT  !! Great sound quality and she recognizes my voice even from several rooms away."
"Easy to set up and use","Avid Reader","United States ","January 11, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I love the Echo Dot.  It easily recognizes my voice and the responses are clear and distinct.  Love the reminder feature and the numerous features available."
"Disappointed -there are better options.","Mr. Parker","United States ","December 11, 2020",1,NA,"CharcoalConfiguration: Echo Dot",2,"Bought this speaker for an Alexa in my bathroom to replace the 3rd gen (last model)I was disappointed at the sound quality difference.The 3rd generation echo dot has noticeably better sound quality!!I recommend not buying this.If you’re wanting decent sound quality (to play music) in a small room —look elsewhere."
"I'm disappointed that it supports very few languages.","Joe Doe","United States ","December 30, 2020",1,NA,"CharcoalConfiguration: Echo Dot",2,"i wish i knew that language support is so poor before i purchased this. i bought it for my parents and language they speak isn't supported."
"Sounds like absolute garbage.","Dave Owens","United States ","December 8, 2020",1,NA,"CharcoalConfiguration: Echo Dot",1,"Like many others I was very excited when this arrived. However the sound quality is a HUGE step down from the Gen3 Dot. My wife said it sounds like 'some cheap bluetooth speaker'"
"Doesn't have a great sound.","Rosilove","United States ","January 19, 2021",1,NA,"CharcoalConfiguration: Echo Dot",2,"Just received it and I just did not like it returning it. Sound is terrible. Definitely the 3rd Generation is has a better sound."
"Love it","Angel Bowen","United States ","April 20, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Love itWould recommend if you have seizures like me it does make it easier for my family to know if I had an emergency"
"outstanding","Barbara","United States ","January 13, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"This latest version is amazing. The sound quality is great. So much better than the older versions."
"3rd generation vs 4th generation","Charming Davis","United States ","December 16, 2020",1,NA,"CharcoalConfiguration: Echo Dot",4,"The voice recognition feature still picks up on other’s voices but the sound quality is much better than the previous generation."
"3era generación es de mejor calidad","Amazon Customer","United States ","May 22, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"Entendía que con la 4ta generación tendría mayores beneficios y comodidad, sin embargo este echo dot 4ta generación no tiene buen alcance del micrófono tengo que repetir en varias ocasiones mi mandato y hablar muy cerca del dispositivo para obtener el resultado, cosa que no sucede con el echo dot de 3era generación."
"Does it’s jobs","Karishma","United States ","December 8, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I had echo 1st gen. This was easy to setup. I like the sound quality. Personally the looks are nicer than previous Gen!"
"excellent speaker","Gordon","United States ","January 18, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"amazing sound quality,  and works fine with the hub. but the alexa voice recognition needs some work."
"East least.","Nancylou","United States ","October 26, 2020",1,NA,"CharcoalConfiguration: Echo Dot",4,"We love this device. We are still setting up some skills and other specifics. Pairing was easy and so is the app, it just takes time to go through everything and I haven’t been able to do it all yet."
"Great product","Robert Berrios","United States ","February 15, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"This echo dot is amazing. Its voice recognition is unparalleled and it works well upstairs without loss of signal. Great product!"
"Good purchase","Jay Coleman","United States ","April 20, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I didn't Agassiz purchase my Alexa through Amazon but regardless, I'm very happy with having the echo dot in my home"
"La asistente perfecta","Escarlin Feliz","United States ","May 9, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Estoy muy contento con mi alexa, a mi niños les encanta, la calidad del sonido es excelente y tiempo de repuesta es bastante rápido que"
"Terrible and not visually appealing","Kim Paulino","United States ","February 18, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"Wish I could return this was a gift and the sound was so low you can’t come close to second generation alexa. And the cord is white no matter what color you chose"
"Works fine. Light ring not as noticeable.","Scott","United States ","June 17, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",4,"Light ring on the bottom is not as visible as previous generations because it’s over shadowed by the speaker and close to the surface of the table."
"As expected","Danny","United States ","April 24, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"Great addition to the alexa family but I still feel like I'm being recorded, especially when it turns on out of nowhere and with no one talking. It's creepy. That's how horror movies start."
"Great sound","Ron Shurts","United States ","June 23, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"Sound is great. Recognizes voices flawlessly. Light ring is easy to see. No issues with any features."
"Sound","Glenda","United States ","December 17, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"I can hear this speaker all over my kitchen, dining area and living room, I love it. going to get another asap"
"Dot-V -Show 5.","Bigfran","United States ","February 9, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I love it love it love it. I wish I had waited for a one with  visual clock. I'm an impatient person and it was getting close to Christmas. I ended up putting it back in the box cuz I got a show 5."
"Maybe we got a bad one","Scottie B.","United States ","December 27, 2020",1,NA,"CharcoalConfiguration: Echo Dot",1,"Dot had absolutely no bass and sounds different than the other gen. I've turned the bass up and still nothing."
"Impressed by the sound quality and love the shape","Simone & Malcolm Collins","United States ","December 8, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I have an earlier Echo Dot and higher end Amazon speaker and absolutely LOVE this. It's the right size and the audio is great."
"Cute shape, but 3rd gen has better sound quality imo","Seth","United States ","December 12, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",4,"I like the shape, the ball shape is cute to me lol. The sound quality isn’t necessarily bad but I think the 3rd gen has better sound than this one. Alexa sort of sounds like her speech is a little slurred maybe? Cute shape but sound quality seems to be worse than previous gen. Made a good gift for my gma who didn’t have one though"
"Improved sound quality","Kevin","United States ","January 31, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Big improvement on sound quality, fuller sound with added bass so it doesn’t sound all tin-ee and weak."
"Easy for the new user","Alice Brown","United States ","February 18, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I'm a new user of this technology and this is easier than I thought.  And NOT irritating like Siri.  UGH"
"Doesn’t stay connected to internet","Michelle","United States ","March 21, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"Frequent error for “having trouble connecting to the internet”. My old echo dot never had this issue, I upgraded and bought 3 of these and this is so frequent that I’ve basically given up in using them."
"Echo","Amazon Customer","United States ","March 2, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I use it for shopping lists. Let’s me no when I receive Amazon packages. I ask it questions a lot. Plays songs if you ask it. I am sure there is so much more I eventually use it for"
"New to Us - Very Fun","Pamela Bohling","United States ","February 4, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Finally, broke down and got one - and we've been having a lot of with it.  Now I need to learn what else we can use it for."
"Love it","Hanoy","United States ","February 22, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I love my Echo, but sometimes it just doesn't hear me very well and plays what ever it feels like. Other than that I love it. Small and mighty"
"If you are looking for sound, this is not the one for you.","Mark D. Brandt","United States ","December 7, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"The Echo Dot 4th generation is a fine Alexa response system. However, if you want a speaker that even has a little bit of base or decent volume, this is not the one for you. It is pretty basic and you get what you pay for if you ask me."
"Alexa remembers things","cappy","United States ","May 17, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"She remembers what you like to hear in regards to music.  She is funny and always has a joke for you."
"Get the 3rd Gen INSTEAD!!","valery","United States ","May 6, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"Everything is great until alexa decides she no longer wants to listen or do any of your requests... I initially had the echo dot 3rd gen and it ran smoothly so why not buy 2 4th gen ones right? wrong... they never listen, half of the time it’s not even working.... in short words, get the 3rd gen instead of the 4th."
"Worth it","Cole Daniels","United States ","December 5, 2020",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Love it for my night stand"
"Great addition","Haley Gordon","United States ","January 13, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I love having this in my home. So easy to use & recognizes my voice instantly. I always play music on it while I’m cleaning & sound quality is so clear"
"Would buy again.","Kindle Customer","United States ","January 17, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",4,"It works well as long as it picks up your voice. I learn new things I can do with it all the time."
"Great tool for elderly","lisa ann Wagner Farris","United States ","July 1, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Set it for medical reasons. If my husband falls it will call either me or our security department."
"Same as previous models in sound quality","Duane D. Bennett Jr.","United States ","March 2, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"It’s the same as any other Alexa dot.  The sound isn’t great.  It looks better but sounds the same"
"Color","Kristen","United States ","January 4, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Easy to use. Understands what I say. Plays music nicely. Came packaged well and shopping was good."
"Love my Echo Dot!","C. Nappi","United States ","December 5, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"Love the size of this device.  Sits on my desk, ready to answer questions, make a call or play music."
"Love it!!!!","Danielle","United States ","December 6, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"This is the first Echo product I have personally owned, but i love it! It's so convenient to set alarms, turn on and off lights bc the dog has to get out of bed every time i do just to lay back down again lol it makes it super easy to check the weather while getting ready and add things to the shopping list. My internet went out for a week, and i was honestly sad alexa didn't work."
"The black model does have a white cord","Mike & Patty","United States ","December 27, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"It’s great very easy to set up had no problems with it all sound is great very clear and loud enough for our home thank you so much Amazon"
"Echo Dot","Venus ravelo","United States ","January 22, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Me gusto mucho es muy fácil de programar la calidad de sonido es excelente, y me fue muy útil gracias"
"Thumbs Up!","David","United States ","May 10, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",4,"Thought it would have better sound than the previous ""gen"" but it sounds the same to me. I do like."
"Echo. Is it worth it?","James","United States ","November 24, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"I have 3 google minis. I actually like them. I was looking for a CD player because I wasn’t crazy for the music services that were available for google. Paying for Netflix, and YouTube music when I get Amazon prime that is basically all that plus shipping. So I decided to try it out. The sound is superior to google. I am glad that I purchased it."
"Overrated","Amazon Customer","United States ","May 29, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",1,"Poor sound quality. I often find myself looking and feeling ridiculous because Alexa only responds to me screaming to the top of my lungs <U+0001F926><U+0001F3FE><U+200D><U+2640><U+FE0F>"
"GREAT  DOT","SC/TN","United States ","December 16, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"WAS DIFFICULT TO SET UP AND I'M SURE THERE IS A LEARNING CURVE.  I DO LIKE WHAT I HAVE LEARNED SO FAR."
"Not so hot","w2e3r4","United States ","December 9, 2020",1,NA,"Twilight BlueConfiguration: Echo Dot",2,"I don't think the sound is any better then the dot,  I have trouble with it understanding me also."
"Easy Listening","mason","United States ","June 14, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"Integrated into the existing system without any issues.  Sound is good for the music we listen to."
"Beware!","c2f3","United States ","December 26, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"This latest generation of the Dot is not up to par. You literally have to yell at it for it to respond sometimes. Never had this issue with previous generations."
"Alexa lol","Omar s Richmond","United States ","December 5, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"Works fine for me my first one"
"I don't know the answer","Beatrice Bokmann","United States ","April 22, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"Sometime we ask it a question I don't know the answer it says.  So far we are unexpressed with it."
"Easy to setup & integrate","Trog","United States ","January 5, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Quality is awesome, consistent Alexa voice prompts &  responses. Easily integrated with second Dot"
"Awesome little device very happy with it well worth 30 dollars.","joseph","United States ","December 18, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"Everyone should have one of these things the only thing I'm disappointed is that it's not Wireless requires wall plug in at all times. You can't really expect everything for the price range but I would love to see one that charges up and functions wirelessly."
"Good for an echo, not great sound quality is you like gen3","BuckeyeGeek","United States ","February 4, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"For what this speaker is, it works. Being an updated model I expected a slightly better sound but it does not. Gen3 sounds better in my opinion. Everything else works great, like an echo dot. I just lowered the stars for audio quality."
"We Love It!","Noah T.","United States ","March 8, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"Our day starts with ""Alexa, good morning!"" ""Alexa, how are you?"" ""Alexa. play my play list of...""  :)  She became a part of our day and she plays music all day long.  She sometimes reads for us as well.  Wonderful ""toy"" for our family!"
"Improvement?","Johnathan Grundon","United States ","March 20, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"Works as intended. However I was very disappointed in the sound quality compared to the other 3 Puck style dots we have."
"A step backwards","Michael S.","United States ","February 1, 2021",1,NA,"CharcoalConfiguration: Echo Dot",2,"I like the spherical shape, but the speaker quality is awful. It's a step backwards from the previous generation. If I had to buy again, I would definitely buy a gen-3, without hesitation."
"Lo recomiendo","jose beras","United States ","December 7, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"Excelente la calidad del sonido y reconocimiento de voz"
"Easy to use","Margaret","United States ","January 10, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I love my Alexa!!!!  I do my shopping list and set Timers when I cook or bake, play music I like to hear. It's great!"
"Great little item to have in your house","VICKY","United States ","February 2, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I love using ""Dot 1 and 2"" as we have nicknamed them.  I use one in my bedroom and the other in my office/game room.  I mostly use it to hear the news in the morning or music as I wake up and the kids and boyfriend love getting her to tell jokes.  I'm seriously thinking about getting 2 more dots to cover more areas of the house so we can play music all thru the house on cleaning day."
"Very useful more than I could have imagined. I liked it so much i bought another one.","sandyt","United States ","January 23, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Great for appointment reminders! Easy to use for recipes,  calling family and the shopping list! More uses than i could imagine."
"Sounds kinda low but cute echo dot","mashell1994","United States ","December 4, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"The reviews said the speaker is loud and sounds awesome but honestly it’s not louder than my 3rd gen. Im disappointed <U+0001F622>"
"Not a good purchase","David Beltz","United States ","January 25, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"I bought this towards the end of 2020. It worked fine at first, and then it seemed to not hear me saying the wake word occasionally, then more often. Recently it gains and loses connection to the internet a lot ( I have two other devices that do not have this issue). Basically, a piece of junk. I do not recommend."
"Value","Binit Shrestha","United States ","January 14, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"We got one of these as a gift and soon we got another to link together for living room and bedroom. They are very useful."
"Better than the last one","Kelly Atehortua","United States ","February 19, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I love the design. It sounds good but sometimes I have to repeat twice  ""Alexa"" so she can understand me"
"booming sound, better than I expected","RickRickC219","United States ","January 17, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Very good device I’m glad I have it.  we had the original.and it’s a huge difference, for the good."
"Yes","Aliku","United States ","February 24, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Voice recognition works well, integration don’t know what that is but it’s probably fine, sounds great for what was paid for :)"
"I love this thing!!","Makayla Shaw","United States ","April 8, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"It’s so much fun to use this around the house and her games are also fun when having guests over!"
"Alexa Echo Dot is good, not great","JanetNAZ","United States ","March 29, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"Like:  clear listening.Dislike:  Alexa doesn't always give me the the playback I asked for."
"Doesn't work with Apple Podcasts","MoLaw","United States ","April 13, 2021",1,NA,"CharcoalConfiguration: Echo Dot",2,"I replaced a previous generation Alexa device, now I can't listen to Apple podcasts, which sucks."
"I Love echo dots","Lorena Sánchez","United States ","January 19, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I have a 3erd gen echo dot so for Christmas, I bought this as a gift to myself. It sounds awesome"
"Every household needs an Alexa!","DONNA","United States ","January 5, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I love everything about my Alexa. I ordered another one for the bedroom to use for my alarm clock."
"First such device","Robert Crowell","United States ","May 15, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",4,"We are slowly learning how to use Alexa.. There were almost no instructions packed in the box, makes it hard for tech un-savvy old folks."
"Echo Dot Is Terrific","Alajacket","United States ","January 9, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"No training needed.  Immediately understands voices - both my wife's and mine.  A little miracle!"
"Meh on sound quality. Other then that I like it.","Dallas","United States ","December 7, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"First dot I’ve purchased but sound quality is not what expected. Then later found out there is a premium dot with better speakers for $100. Guess it’s okay for a Black Friday deal. Sounds the same as the in-laws dot that looks like a hockey puck."
"Perfect for the job","k.Hess","United States ","February 22, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Love itSmall enough to fit in big enough to do the jobI got it for our daycare business"
"Amazing multifaceted hands free tasks","Scott Grob","United States ","May 22, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Absolutely love them. Have one in bedroom for alarm. One in bathroom for telling time and listen to music while showering or getting ready in the morning and one in living room for music while cleaning and adding items to shopping list and even turning on lights and tv when returning home from work"
"Much better sound quality.","BLR","United States ","December 19, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"The sound quality is much better. With the alert light located on the lower portion it is hard to see."
"What’s better than Alexa? Nothing!","Tracy Anne Griffin Manning","United States ","December 28, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"I bought this for my elderly neighbor, Alexa is a great friend now! She no longer feels alone.  A total blessing! Thank you Amazon!"
"TOTALLY AWESOME!","Ms. Moore","United States ","January 16, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"All I can say is that I is very information and helpful and I purchased two!  It works very well."
"Dad loved it!","mdhmpa","United States ","May 24, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"My almost 80-year-old father was recovering from surgery.  He loves listening to his music on demand via Sirius XM integration.  Perfect for him."
"Great buy!","The Conrad's","United States ","March 13, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Love the echo!  Plays the best music, answers questions,  sets timers, etc. Definitely a great buy!"
"Upgraded echo from my second generation","Mike","United States ","January 29, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I exchanged my first echo dot for this newer version that I’m enjoying more for the sound quality."
"This was a gift ...","PJKerr128","United States ","January 21, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I love ALEXA ..... I didn't think I wanted one, but I got it for Christmas from my grandkids.We talk every day!!!"
"Excellent","Golden Heart <U+0001F49B>","United States ","May 8, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I like designed, looks and performanceBut sound could’ve been better"
"Should have ordered it sooner.","Kenneth Parker","United States ","March 18, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I love my Alexa tells me everything I want to know when I need it. Plays all types of music from all nationalities."
"Don’t do it!","Rodney M Klaus","United States ","June 21, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"Am considering returning this item because my third generation dot sounded better and responded better!"
"<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>","tbear29720","United States ","January 20, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I no longer have to yell from my bedroom I have 2 of them. I'm disabled and can control my lights"
"easy set up great sound","frank scherz","United States ","May 6, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"this is the first time i have used one.it was very simple to set up.for the size of it the sound is terrific."
"Very convenient!","GLORIA","United States ","February 20, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Everything is good with my Alexa but the only thing I said is the bulbs came free with it don’t want to work."
"Need more power","L in KS.","United States ","January 14, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"I do not like that it adjusts the volume by itself.The appearance is quite nice it fits very well with my decor."
"My first echo device.","Sethzx10","United States ","March 4, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"This is my first echo device and planning on buying more. I haven't been able to use it yet though sorry."
"Poor quality of sound","Kai Bo","United States ","December 26, 2020",1,NA,"CharcoalConfiguration: Echo Dot",1,"We have all the echo models and the sound in this model has very poor quality, the third generation is much better. I do not recommend it!!!"
"Echo Dot awesome!","Randy Church","United States ","December 23, 2020",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"This was the easiest echo I have ever set up.  It is very nice looking too.  I would definitely  recommend this to anyone who likes ""Alexa"" products."
"Great buy!","Sedana","United States ","January 26, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Purchased as a gift for my friend and she LOVES it!! Her and her family are enjoying Alexa in their home!!"
"Gran asistente","Carlos Orellana","United States ","January 19, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Muy buen asistente, para ser mi primer producto de este tipo en mi hogar me a sorprendido de todo lo que se puede hacer"
"Great speaker for the money!","Sandy94901","United States ","January 31, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Great speaker for the money! I actually purchased at Best Buy at an even lower price than Amazon!"
"Alexa review","denise craven","United States ","December 9, 2020",1,NA,"CharcoalConfiguration: Echo Dot",1,"I gave another Alex and like it so much better.  This one showed where you could have the time displayed can’t get it working.  Also it dies not sound to let you know you can speak. Just not what I expected at all"
"Love it!","Barbara J Marks","United States ","January 27, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Really cool looking and fits well where ever you may put it. Good sound quality too! What more could you ask for."
"Disappointed","Amazon Customer","United States ","December 24, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",1,"Interface with other Bluetooth speakers and other application software is not good. Not able to link with samsung TV. Sound quality is off when you play music. No korean language speak. Limited music available on Amazon music. Very disappointed."
"Nice design","Amazon Customer","United States ","January 25, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Received as a gift.  Already had an Alexa but decided to keep the second one for another room.  I like the design for in my living room."
"Really easy to set up","Ronald E. Sheats Jr","United States ","January 7, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Great little device!  You will need wifi for it to work, and a smart phone to load the app to fully appreciate this product.  My wife and I got one with a smart bulb which allows that particular light to be turned on and off with a voice command to ""Alexa"".  It is intuitive and interactive.  We love the shopping list that is built into the app."
"Easy setup and pure fun!","PY","United States ","February 6, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"The echo dot is so easy to set up and really fun to use.  I purchased two of them and integrated them so that it is almost like stereo with placement in a home.  Everyone should own a few or more of these little soundboxes."
"Small but packs a punch!","TS121","United States ","December 22, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"Used for listening to music and operating devices.  So far so good.  Device easily integrates with a multitude of devices, and for a small sound devices it works very well."
"GREAT","Anna Mussared","United States ","January 18, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"This is a great item. I didn't think that I could ever use one, but it is so easy and I really like it."
"Great product","Shanita","United States ","July 1, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Trying to figure out why I had not bought sooner after receiving! Easy to set up and I love to listen to music and my audiobooks."
"Sounds good, microphone is subpar.","Zachary Reddick","United States ","January 17, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"It seems that the microphone isn't at good on this one. Alexa has trouble with my requests also if I drop in to another device the new one sounds like you are in a tunnel where as the older ones are clear. This does have much better sound quality for music."
"Songs sound really loud than expected","Olga","United States ","May 14, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"Sounds very good quality just the voice Alexa is a little weird sound when speaking. Has good sound for a small speaker ."
"Was a bear to configure","ElCid","United States ","December 31, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"Would not at first go orange so I could add it to my alexa app. Ended up contacting support to assist. Now it works great."
"GREAT SOUND!","B. A. Davis","United States ","January 24, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Sound quality is great!  Enjoy music mostly and no longer need to connect a speaker to my Alexa."
"Opinion","butter","United States ","February 19, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"The only thing I don't like is that it doesn't show the time it does everything else really well"
"returned item","Marko Polo","United States ","December 31, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"bought it for someone who just past. but i have one and love it. Alexa just about runs the house"
"ECHO","G. Calvin","United States ","January 30, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"The Alexa is fine.  She speaks very clear.  We don't use it for a lot of things.  But it's fine."
"Great Echo Dot!","Amazon Customer","United States ","December 29, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"I am well pleased with the 4th Gen Echo Dot. The speaker is awesome! I love everything about it."
