Star;Date;Colour;Review Title;Review Text
5;14-dic-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;veramente eccezionale;a prima vista sono rimasto un po' deluso-piccoletta-pochi tasti mmmm mi sa che è una fregatura.Mi sbagliavo in pieno-è perfetta-piccola perchè può stare da per tutto-ma grande come piacere-un caffè ineguagliabile-l'elettronica giusta per farlafunzionare perfettamente ...insomma soddisfattissimo.
5;14-dic-16;Formato: Cucina Utile Segnala un abuso;Macchina caffè;Ottima macchina per il caffè economica facile da pulire compatibile con altre capsule la raccomando a chi vuole espressi come al. Ar
5;11-dic-16;Stile: InissiaColore: Nero Utile Segnala un abuso;ottima!!;La uso tantissimo e funziona alla grande- se vogliamo un pochino rumorosa ma il caffè è ottimo!!! arrivata nei tempi previsti!!
5;09-dic-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Bella e buona..;Bella come design e utile..Mi aiuta a svegliarmi la mattina con un caffè istantaneo e cremosissimo...consigliatissimo per chi ama un caffè leggero e gustoso.
5;07-dic-16;Formato: Cucina Utile Segnala un abuso;Ottimo acquisto.;Macchina più che soddisfacente. Dopo l'accensione il caffè scende subito caldissimo! Linea pulita- colori belli e divertenti: la mia è arancione.Sono soddisfatta della macchina e anche della bontà delle cialde Nespresso.
4;06-dic-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Nespresso Inissia XN1004;Presa durante il periodo di sconto il rapporto qualità prezzo è molto buono.Uso la macchina quotidianamente- non ho mai avuto problemi e le cialde si possono trovare anche di altre marche al supermercato.Se devo trovare dei difetti- uno è il rumore della macchina nell'effettuare il caffè (che rimane comunque accettabile)- due se fate un uso intensivo di caffè il serbatoio dell'acqua e il cestino delle cialde vanno riempito e cambiato spesso visto la dimensione della macchina.
5;06-dic-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;ottimo acquisto;sono veramente contenta del mio acquisto. la macchina funziona perfettamente e con il buono di 30 euro associato ho fatto una piccola scorta di 100 cialde originali  a solo 10 € circa. il colore è fantastico e si adatta perfettamente alla mia cucina. il pacco è arrivato con puntualità.
5;05-dic-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Amazon sempre prezzo top;Come sempre il prezzo migliore lo trovate su amazon- prodotto ottimo- nespresso è una garanzia ed il caffè eccezionale- ormai riesco a bere solo questo. Macchina esteticamente accattivante e di design- compatta e funzionale. Consigliato
5;05-dic-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Ottimo acquisto;La uso da parecchio e non mi ha mai dato un problema.Compatibile con tutte le cialde nespresso- il caffè è caldo e buono.
5;05-dic-16;Stile: InissiaColore: White Utile Segnala un abuso;consigliatissimo;pacco arrivato perfetto e nei tempi indicatila macchina è piccola e molto graziosa- facilissima da usare- ottima per chi ha poco spazio- facile da pulire- forse un po' troppo rumorosa ma il tempo di preparazione del caffè è brevissimo
5;03-dic-16;Stile: Inissia & AeroccinoColore: White Utile Segnala un abuso;Macchina caffè + aeroccino;Macchina da caffè nespresso + prodotto per fare  cappuccino.Ero scettico  in quanto credevo che avrei continuato poi ad andare al bar per il cappuccino.Mi sbagliavo in quanto il risultato è uguale a quello di un bar.Ottimo risultato- prestare attenzione nella pulizia dell'aeroccino.rapidità di preparazione- circa 40sec latte + schiuma e 20 sec per  caffè.Il cappuccino bisogna farlo come al bar- prima caffe e poi versare il latte con schiuma.Ottima qualità del caffè( dipende poi molto dalle cialde che usate).Comodo e rapido nella preparazione.Consigliato.Aspetti negativi- a mio parere istruzioni poco esaustive- ho reperito quanto mi serviva da video di istruzioni on line.
4;03-dic-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;La macchina e perfetta;La macchina è perfetta per le mie modeste esigenze. Sono sodisfatto-le cialde incluse mi hanno permesso di scegliere il sapore più confacente alle mie aspettative- e ho subito ordinato 100 capsule approfittando dello sconto offerto.
5;01-dic-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Il caffè Nespresso è sempre il più buono;Avevo già una macchina Nespresso che dopo ben 5 anni di onorato servizio ha iniziato ad avere dei problemi.Ho acquistato questa macchina dopo aver valutato il prezzo anche sul sito della Nespresso.Oltre ad avere un prezzo inferiore ho anche la disponibilità di un codice sconto per usufruire di un acquisto gratuito per € 30.00 di cialde.La macchina è piccola ed è consona per il piccolo spazio nella mia cucina.Il caffè è buono già dal primo utilizzo.Consiglio vivamente l'acquisto.
5;01-dic-16;Stile: InissiaColore: White Utile Segnala un abuso;Nespresso INITIA;Ottimo il prodotto ed il servizio reso. il caffè è veramente buono (si tratta di Nespresso) e la macchina funziona perfettamente. Ottimo anche il servizio di Amazon- come al solito
4;01-dic-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Buona macchina Nespresso;Buon rapporto qualità/Prezzoil caffè e molto cremoso e la temperatura è altadi contro:Serbatoio cialde usate troppo piccoloanche il serbatoio dell'acqua
5;30-nov-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;e il caffè lo bevi più volentieri!;Pronta in pochissimi secondi dopo l'accensione- fa un caffè spettacolare. Il meccanismo delle cialde sembra solido e il cassettino dove cadono le cialde usate è facile da togliere e da pulire. Anche la caraffa che contiene l'acqua è di dimensioni buone ed è facile da riempire.
5;30-nov-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Spettacolo;Vendita veloce e senza problemi. La macchina è spettacolare e funziona alla perfezione. In più c'è un regalo di 40 capsule omaggio spettacolo
5;29-nov-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;ottimo caffè;La macchina fa il suo dovere con due modalità di esecuzione per il caffè lungo e corto- settabili molto semplicemente come illustrato nel manuale allegato. Il colore arancione è molto vivo e ben lucidato. Il contenitore dell'acqua non rimovibile evita che si consumi la guarnizione con il tempo.Insomma pienamente soddisfatto a buon prezzo.
5;29-nov-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;nespresso Inissa XN1004;Macchina Nespresso Inissia perfetta- arrivata in tempi brevissimi e come tutte le macchine Nespresso caratterizzata da buoni materiali. La Macchina ha dimensioni davvero ridotte e svolge perfettamente il suo lavoro.5 stelle.
5;26-nov-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Conferma le attese;Arrivato il giorno dopo. Pratico e comodissimo da pulire. Però decisamente rumoroso se paragonato almanacchi Bialetti. Tenuto conto che ha anche una promo con 30 euro di sconto sulle capsule- lo riprenderei ad occhi chiusi.
5;21-nov-16;Stile: InissiaColore: White Utile Segnala un abuso;Piccola e intelligente;Spazio occupato ridottissimo- ma qualità del caffè ottima. Si riscalda in un attimo- puoi programmare la lunghezza del caffè- ecc.. ecc..Tutti aspetti positivi- nulla di negativo da riscontrareSoddisfatto
5;19-nov-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Macchinetta perfetta- caffe' buonissimo;Macchinetta di ottima qualità costruttiva. Per ora ho provato solo il caffè originale Nespresso e devo ammettere che è molto buono e molto simile a quello del bar. Non ho riscontrato difetti nè problemi di utilizzo. Pagata 60 euro con 40 capsule originali omaggio. Ottimo rapporto qualità prezzo- la consiglio vivamente.
4;19-nov-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Buona;Molto carina funziona bene ma un po rumorosa e manca l'interruttore per spegnerla completo fa tutto da sola speriamo nei consumi.
5;15-nov-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Contenti dell'acquisto;Comoda- bella e- considerata l'offerta con cui l'abbiamo presa- conveniente. Unica pecca: è rumorosa. La usiamo tutti i giorni e il caffè- a detta di tutti i nostri ospiti- è davvero buono.
5;15-nov-16;Stile: InissiaColore: Nero Utile Segnala un abuso;ottimo prodotto;fa un ottimo caffè- è facilissima da usare e le sue piccole dimensioni consentono di trovarle facilmente un posto anche se si  vive in spazi ridotti. consigliato
5;11-nov-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Inissia blue sky;Macchina perfetta per l'uso in casa-non eccessivamente cara-si trova intorno ai 60 € -il caffè lo fa ottimamente in tutti i suoi vari tipi-insomma una macchina che vale sicuramente la pena di avere in casa.P.S. io ho anche una Pixie -e devo dire che va anche ottimamente-entrambe le macchine sono della Krups-una garanzia di qualità.
5;10-nov-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;La mattina ha cambiato gusto;E' come avere il Bar in casa.La prima Nespresso aveva degli evidenti problemi di funzionamento. Ineccepibile il servizio Amazon nel ritiro e nella contemporanea consegna di un nuova Nespresso.Che dire? Insuperabili
5;05-nov-16;Stile: InissiaColore: White Utile Segnala un abuso;Perfetta;Davvero un ottimo articolo. Amazon e Nespresso come al solito non deludono! La consiglio a chi vuole una macchina piccola- carina e veloce.
5;03-nov-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Piccola ed efficiente;La macchinetta è molto pratica ed occupa pochissimo spazio- Usata sia con capsule originali (che ho avuto modo di avere in omaggio acquistando la macchina stessa) e sia le compatibili.Grazie al miglioramento del sistema di riscaldamento la macchina è pronta per preparare il caffè in soli 25 secondi.- lo spegnimento è automatico dopo 9 minuti dall’ ultimo caffè e Imposta facilmente la lunghezza del caffè preferito e automaticamente la macchina preparerà il caffè al livello desiderato.L'accensione avviene tenendo premuti entrambi i pulsanti sopra la macchinetta e se non si vuole aspettare per lo spegnimento automatico basta schiacciare nuovamente i due pulsanti.
5;03-nov-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Caffè da favola;Ottima macchinetta del caffè- la sto usando da circa un anno e non ha mai dato problemi. Caffe scquisitamente buono con le capsule originali. Ricordarsi però di fare la pulizia ogni 500 capsule per conservare al meglio i componenti interni.
4;02-nov-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Caffè ottimo;Il caffè è pronto in due secondi e subito bollente- ha una bella schiumina degna del bar. Unica pecca è molto rumorosa durante l'erogazione del caffè.
4;30-ott-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Inissia No arancione ma azzurra;Avevo ordinatoUna inissia arancione(data x disponibile )però dopo un giorno era stata aumentata di prezzoE dicevano che dovevo aspettare un mese-ma!!!!Poi ne ho comprata un altra azzurra ed è' arrivata come previsto e va alla grande.
5;29-ott-16;Stile: InissiaColore: Nero Utile Segnala un abuso;ottima;bella macchina per caffè - piccolina pratica e facilissima da usare .... alla mattina quando devo ancora connettere con il mondo schiaccio soloun bottone e lei mi prepara un ottimo caffè .... consigliatissima
5;29-ott-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Buona macchina per caffè.;Per la sua fascia di prezzo è sicuramente un buon acquisto. Un po rumorosa ma il caffè generato è ottimo. La uso con le capsule della Borbone (Rosso) e non trovo differenze eclatanti rispetto alle capsule originali Nespresso (Ristretto o Indriya).
4;28-ott-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Molto buona;Macchinetta che si scalda velocemente (circa 25 secondi) caffè sempre cremoso. Per i miei gusti dovrebbe essere un pò più caldo ma comunque prodotto molto valido. Inoltre è di dimensioni ridottissime e sta veramente ovunque. Lo consiglio
5;27-ott-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Soddisfatto;Garanzia di qualità ottimo il caffè- forse un tantino caro- macchina che funziona egregiamente rumorosità nella norma. Direi di essere soddisfatto dell'acquisto
5;26-ott-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;mi piace tantissimo;Appena arrivata mi è piaciuta tantissimo. Di macchinette ne ho avute un pò di tutte le marche: lavazza- dolce gusto- bialetti..La Nespresso è molto bella- piccola- bel colore ma sopratutto funziona benissimo. La sto usando da 9 mesi e non ho avuto nessun problema. Finora ho fatto solo un trattamento decalcificante.Adoro il fatto che è automatica. Faccio partire caffè e posso anche uscire dalla cucina senza aver paura che riempio troppo la tazzina. Si può regolare la quantità dell' acqua erogata a vostro piacimento. Ha solo 2 tasti con quali si fa tutto perciò è molto facile nel utilizzo. Tutti i pezzi si tolgono e lavano facilmente. La puoi usare anche con le tazze molto alte in quanto parte nera dove appoggi le tazzine piccole si solleva.L'unica cosa un pò fastidiosa è il rumore che fa durante erogazione ma ormai non ci faccio più caso.Parliamo delle capsule e della qualità del caffè... Io ho provato ormai di tutto.. originali e non di tantissime varie marche. Il risultato è sempre simile. Un caffè abbastanza buono ma a mio parere non arriva alla cremosità e sapore di quello delle capsule della lavazza. Non è solo il mio parere ma anche di miei familiari. Nel negozio che vende la capsule mi è stato spiegato che la differenza tra varie marche sta non tanto nella qualità del caffè ma nella quantità che ci mettono dentro ( capsule lavazza ne hanno di più).Comunque io l'ho scelta perché costa poco ma funziona benissimo e con le capsule che compro mi permette di risparmiare un sacco di soldi(attualmente quelle non originali). Io le trovo ovunque- persino nei discount e c'è sempre molta scelta di gusti.Non c'è bisogno di scegliere modelli più costosi. Insomma io ve la consiglio.
4;25-ott-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;MOLTO BUONO;rispetto a quella che avevo- INISSIA è poco ingombrante e spreca pochissima acqua. unico problema che si spegne al massimo dopo mezz'ora e quando la riaccendi il primo caffè non è molto caldo- si raffredda subito....in pratica alle 6-00 prendo un caffè quasi freddo.avrei preferito lasciarla accesa tutta la notte e spegnerla durante il giorno- cioè quando ho la possibilità di aspettare che la macchina riscaldi bene!comunque è un acquisto che mi sento di consigliare- anche perché c'è un ottimo rapporto qualità/prezzo.
5;24-ott-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Compatta;Consegna puntualissima. La macchina fà il  suo dovere- ed il punto forte è l'estetica e le dimensioni. Rimane molto compatta e con cassetto retraibile- cosa importante per me perchè andava posizionata in un punto dove avevo poco spazio. Il caffè buono anche cn le cialde di concorrenza
5;23-ott-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Una fantastica macchina da caffè che vi regalerà piccoli piaceri quotidiani!;Avevamo già provato il caffè di Inissia e ne eravamo rimasti entusiasti! Adesso poter assaporare il suo caffè ogni giorno è un piccolo piacere quotidiano. Inissia si presenta piccola- compatta- pratica da pulire. La ricompreremmo altre 100 volte! Nespresso non si smentisce mai!
5;20-ott-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima;"Amo questa ""piccola"" macchina che fa un ""grande"" eccellente caffe'!E' gia' la seconda che acquisto identica.... piccola e pratica.... la cosa che piu' apprezzo e' la velocita' di riscaldamento... e- amando il caffe' molto caldo- non mi delude mai!Ottimo prodotto davvero!In piu' ho anche usufruito della promozione e quindi ho ricevuto in regalo 40 cialde nespresso!"
1;10-ott-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Prodotto ricevuto non corrispondente al prodotto sponsorizzato;Il prodotto ricevuto non era italiano come indicato sul sito: ho ricevuto una macchina con manuale in spagnolo- con offerta valida in Spagna e con imballaggio non integro. Ho dovuto mandare il prodotto indietro e chidere il rimborso.
5;06-ott-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Perfetta;La macchinetta è arrivata come al solito puntuale e protetta da più scatoli con varie imbottiture- Amazon si conferma sempre più una garanzia.Passando alla macchinetta- piccolina e molto carina
5;01-ott-16;Stile: InissiaColore: White Utile Segnala un abuso;Nespresso Inissia XN1001;Nespresso Inissia XN1001- prezzo contenuto- buon funzionamento- caffè ben caldo. Consigliatissima- controllate però che sia a marchio Krups- pare che altri marchi di produzione siano meno performanti. Io ho acquistato anche un' Essenza a marchio De Longhi ed effettivamente non è altrettanto valida (perde parecchia acqua ed il caffè non è bollente).
5;26-set-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Ottima sostituta;Acquistata per sostituire il modello Essenza che dopo nove anni iniziava ad avere qualche problema. Se si desidera una macchina che non occupi molto spazio questa è la scelta ideale. Ottimo il rapporto qualità-prezzo come la fattura del modello con le parti più sollecitate dall'uso tutte in metallo. La quantità di caffè erogata può essere programmata secondo i propri gusti mentre la temperatura è quella giusta. Il contenitore delle capsule così come il serbatoio dell'acqua sono un po' piccoli ma del resto l'intera macchina è molto compatta. Consigliata.
5;24-set-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima per il funzionamento consiglio il video in italiano su YouTube;Ottima macchina per caffè nespresso- arriva anche con una scatola di capsule- per il momento sembra tutto ok- comprata in sostituzione di una simile comprata 6/7 anni fa- vediamo che riuscita farà questa. Per il momento non ho ancora provato capsule compatibili per cui non so se possano andare o meno. Qualità prezzo ottimo si risparmiano mediamente un 15 euro- spedizione ottima da parte di Amazon L'imballo della macchina non era il massimo- tirando fuorila macchina  dalla confezione è uscita una marea di polisterolo polverizzato in piccole palline per cui ho avuto un bel da fare con aspirapolvere. Per il resto tutto ok
4;24-set-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Inissia ok;"Dimensione coerente con spazio a disposizione.  Funzionamento come da aspettative.  On offerte automatico.  Vaschetta acqua e contenitore capsule esauste un po ""piccole"". Attenzione ai residui post caffè  ci si potrebbe macchiare !"
4;22-set-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Caffe' ottimo;La macchia è arrivata nei tempi previsti. Sia con le capsule originali Nespresso che con quelle compatibili- fa' un caffe' molto cremoso- denso e invitante.Addirittura si avverte la sua consistenza dal rumore particolare che fa il cucchiaino quando urta all' interno della tazzina nel girare lo zucchero: è piuttosto un suono- piu' che un rumore- un tintinnio diverso dal solito- da cui si avverte la densita' e la consistenza particolare della crema che state per bere. Unica pecca: sotto alla macchina e dentro- sotto al cassettino raccogli-capsule- trovo sempre un accumulo di acqua mista a gocce di caffe' che non ho ancora compreso da dove provengano.E comunque con una spugnetta pulisco subito tutto in pochi secondi.Un piccolissimo scotto da pagare per avere un ottimo caffe'.Si riscalda in pochissimi istanti e in meno di un minuto avrete la vostra crema pronta da gustare. Ne sono tanto soddisfatto che ne ho subito ordinata un'altra da tenere in ufficio.
5;16-set-16;Stile: InissiaColore: White Utile Segnala un abuso;Consigliata;Il caffè è veramente bello caldo cosa che con altre macchinette non lo è.Veloce.Comodo anche lo spegnimento automatico.
5;14-set-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Nespresso Inissia EN80.B Macchina per Caffè Espresso- Black;ECCEZIONALE.. una macchina strepitosa per il prezzo pagato- io l'ho collegata a una presa con l'interruttore e in meno di un minuto fa un caffè eccezionale- ma può rimanere attaccata anche alla presa di corrente senza problemi- la mia è solo una mera precauzione.
5;12-set-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Praticità;Molto funzionale-semplice nell'utilizzo e nella pulizia.Bella macchina e ingombro ridotto.Molto soddisfatto nella scelta avendo sostituito una vecchia macchina da caffè della De'Longhi.
5;09-set-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;INISSIA;Presa perché economica- semplice da usare- piccola e con dei colori accattivanti.Facile da pulire- semplicissima da usare funziona bene anche con cialde compatibili.Consiglio l'acquisto a chi vuole una macchina per caffè con poche funzioni ma essenziale.Anche una rivista cui sono abbonata la indica come miglior acquisto.Ottima la consegna come sempre su Amazon.
5;08-set-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ottima;Presa come regalo per i miei genitori- io ne ho già un modello simile- ma questa è un pò retrò- bellissima. Il caffè Nespresso è molto buono-non è molto rumorosa- e il servizio Nespresso oltre ai negozzi ti permette di ordinare capsule online e anche con l'app per smartphone.
5;08-set-16;Stile: InissiaColore: White Utile Segnala un abuso;Macchina del caffè.;Ottimo prodotto- ottimo rapporto qualità prezzo. Ho preso informazioni sul sito di Altroconsumo perché da loro testato risulta essere il miglior prodotto...
5;07-set-16;Stile: InissiaColore: White Utile Segnala un abuso;Nespresso caffe' da bar;Avevo gia' una macchina nespresso- quindi conoscevo gia' le qualita' del prodotto- come la prima volta non mi ha deluso- costo contenuto- prezzo delle capsule nella media e qualita' del caffe' molto alta.Non fa rimpiangere l espresso del bar
5;26-ago-16;Stile: InissiaColore: White Utile Segnala un abuso;Mitica!;Consegna eseguita senza intoppi- materiale arrivato integro anche per un confezionamento eccellente- era impossibile arrivassere ammaccata! Del prodotto sono rimasto pienamente soddisfatto- avendo già un'altra macchina della stessa Marca...
4;22-ago-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Nespresso Inissia EN80.O macchina per espresso;Il caffè è ottimo. Usiamo le capsule originali nespresso. Usate una sola volta delle compatibili ma non c'è paragone. Molto facile da usare- solo un po' rumorosa. Carina esteticamente.
4;16-ago-16;Formato: Cucina Utile Segnala un abuso;Bella e comoda- un pò rumorosa;Comoda e bella- il serbatoio si riempie senza bisogno di staccarlo grazie ad un pratico sportello superiore.La pedana di appoggio per la tazza si alza per permette di utilizzare tazze più grandi o bicchieri.La sensazione è di un prodotto ben fatto- solido e robusto.Non sono abituato ad una macchina del caffè a cialde e mi sembra un pò rumorosa ma amici mi dicono che è nella media..Il caffè è buono- esce caldo e cremoso. Facile da consigurare. Al termine dell'erogazione per qualche secondo escono ancora molte gocce- forse solo perchè nuova.Consigliata
5;08-ago-16;Stile: Inissia & AeroccinoColore: White Utile Segnala un abuso;Convenienza e qualità per una macchina per uso domestico;Il pacco è giunto come alla data prevista- qualità prezzo imbattibili- sia da qualsiasi altro rivenditore che piattaforma on Line. Macchina espresso ottima per uso domestico sotto i 10 caffè/giorno. Aderito alla promozione 40 cialde in omaggio e dopo 2 sett. E qualche telefonata di sollecito ho ricevuto la promozione.Aeroccino ottimo- monta il latte sia scaldandolo in automatico che lasciandolo freddo- decidi tu- prezzo rispetto negozio decisamente inferiore
4;02-ago-16;Stile: InissiaColore: White Utile Segnala un abuso;Nespresso Inissia XN1001 macchina per caffè;Spedizione perfetta e prodotto arrivato imballato perfettamente.Unico neo è che dovrebbero dare modo di scegliere le cialde in omaggio già nell'ordine.Invece c'è una procedura piuttosto scomoda sul sito della nespresso oppure recarsi ad un punto vendita dello stesso.Questo punto da migliorare.Meglio togliere dal prezzo della macchina l'equivalente delle capsule omaggio.Per il resto perfetto.
4;22-lug-16;Stile: InissiaColore: White Utile Segnala un abuso;Nespresso Inissia XN1001;Funziona molto bene- ha un design piacevole ed è poco ingombrante.Con questa Nespresso il caffè esce a una temperatura corretta mentre con una precedente versione- di alcuni anni- il caffè era tiepido e non ben caldo!!La consiglio.Anche in questo caso Amazon ha effettuato la consegna con estrema puntualità. Per me è un gran valore!!
5;14-lug-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Macchina Inissia;Macchina da caffè Nespresso ottima sotto tutti i punti di vista- piccola ma funzionale! In pochi secondi è pronta per fare il caffè- non richiede molta manutenzione e occupa pochissimo spazio. Il caffè nespresso è una garanzia!
4;12-lug-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Caffe ad ogni ora.;Consegna veloce.Prima fornitura (degustazione) di Capsule compresa nella confezione.Scontistica per l'acquisto delle capsule possibile solo dopo la ricezione della macchina.Comoda poco ingombrante produce un buon caffè sostituita la vecchia macchina in ufficio Acquistata una nuova per casa.
5;05-lug-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima;Dico solo che è la terza che acquisto...! Una in campagna- una al mare e una in ufficio!  Funziona benissimo- molto veloce a scaldarsi- piccolina per occupare poco spazio e il caffè secondo me è buonissimo.  Assolutamente consigliata- secondo me ha anche un ottimo rapporto qualità prezzo .
5;04-lug-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;macchina del caffè De Longhi ottima;piccola- comoda - ottimo caffè molto caldo- i tempi di spedizione super veloci ordinata pomeriggio -mattina del giorno dopo ore 9 al mio indirizzo.Per chi non ha spazio è veramente poco ingombrante e quindi si può spostare ovunque- per non parlare del caffè nespresso che è favoloso tutti i gusti sono veramente buoni. consiglio a tutti per chi ama il caffè ottimo acquisto- anche il prezzo (acquistato Amazon in offerta) per me è accessibilissimo  .Franco
4;04-lug-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;caffettiera nespresso crups;Ottimo prodotto- ti permette di programmare la quantità di caffe ma la puoi anche usare senza automatismi.il caffè è bollente e molto buono. Consiglio di usare le cartucce originali in quanto le compatibili sono di plastica durae non vengono ben perforate a scapito dell'erogazione di acqua.
3;25-giu-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Bella e compatta ma dopo un po' la temperatura del caffè si è abbassata notevolmente;Macchina bella- compatta ed economica- molto pratica e semplice da usare. Dopo circa un anno di utilizzo la temperatura del caffè si abbassata notevolmente rendendo la macchinetta inutilizzabile. L'ho sostituita con una a cialde che è meno pratica nell'uso ma garantisce un gusto migliore a parità di miscela utilizzata.
5;24-giu-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;ottima;Occupa poco spazio e funziona alla perfezione. Ottimo acquisto!! La consiglio.. prezzo decisamente molto conveniente rispetto ad altre macchine del caffè
5;23-giu-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;La macchina compatta per espresso perfetta;Sono passata dalla tradizionale moka alla Nespresso Inissia consigliata da mio nipote. Il caffè per me è un rito e non solo del mattino. Inissia mi piace perchè è: compatta e leggera- velocissima a raggiungere la giusta temperatura per assaporare al meglio le miscele di caffè-ha un sistema di filtraggio del caffè che riesce ad esaltarne il gusto in modo perfetto. In altre parole non riuscirei più a tornare indietro.
4;20-giu-16;Stile: InissiaColore: White Utile Segnala un abuso;Comoda e veloce;La macchina è poco ingombrante e molto comoda perchè eroga il caffè nel giro di qualche secondo.Purtroppo la prima che mi è arrivata funzionava a singhiozzo ed ho dovuto chiedere la sostituzione.Amazon perfetta come sempre.
4;17-giu-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Ok;Veloce spedizione. Macchina ben funzionante- uguale al modello Krups- che ho preso quasi in contemporanea. Come da descrizione. In caso di bisogno- l'assistenza telefonica è gentilissima.  Funziona molto bene anche con cialde compatibili- ottimo perfino l'orzo.
5;16-giu-16;Stile: InissiaColore: Nero Utile Segnala un abuso;mai più senza;ottimo prodotto- piccolo e facile da utilizzare. Il caffè viene sempre bene anche con altre marche compatibili- la macchina è pronda in circa 20 secondi. Mai più senza
5;18-mag-16;Stile: InissiaColore: White Utile Segnala un abuso;Nespresso Inissia XN1001 macchina per caffè;Prodotto arrivato nei tempi prevvisti macchina discreta se penso che prima avevo Citiz- ma in compenso fa bene il caffè. Comunque per il suo prezzo ne vale la pena acquistarla...
5;26-apr-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ottima nespresso ad un prezzo ok;La macchinetta è esattamente come descritta- molto semplice da usare- arriva nell'imballo originale NESPRESSO- con istruzioni in italiano. Ho usato anche il codice promozionale per le 40 capsule in omaggio- è anch'esso molto semplice da usare- anche se ne vanno acquistate minimo 50 - quindi bisogna pagarne altre 10 per avere le 40 n omaggio (spesa di circa 4€ con spedizione velocissima). Dopo 3 settimane di utilizzo tutto sembra filare liscio- il caffè è caldo- inoltre la macchinetta si spegne da sola.
5;26-apr-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Una macchinetta eccezionale per un caffè speciale;Macchinetta di piccole dimensioni- è pronta all'uso in pochi secondi e il caffè è ben caldo. Come lati negativi indico la lunghezza del cavo di alimentazione che è decisamente corto e il fatto che- durante l'erogazione- la macchinetta è molto rumorosa ma la qualità del caffè fa perdonare questi difetti.Nella confezione ci sono 16 capsule Nespresso omaggio per cui si può scegliere il caffè che più risponde ai propri gusti. Molto importante: si può programmare la lunghezza del caffè.
5;26-apr-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;regalo;Ho regalato questa macchinetta ad una coppia di amici e si trovano benissimo..La nespresso dà molta scelta per quanto riguarda le capsule ma se ne trovano anche di compatibili- il caffè può essere di due misure ed è molto intuitiva!
5;18-apr-16;Stile: InissiaColore: Nero Utile Segnala un abuso;COMPATTA;Inissia viene consegnata con un kit di 16 capsule Nespresso di un gran numero di varietà di caffè.Con queste si può cominciare subito a gustare un ottimo caffè ed avere il tempo di decidere quali capsuole ordinare/comprare.Robusta ed estremamente compatta. Perfetta.
